,Ma_Tinh,Name,Nam,Thang,So_Diem_Chay,Air_Humidity,Air_Temperature,Rainfull,Sunshine,Latitude,Longitude
479,48.0,Đà Nẵng,2014.0,6.0,9.0,70.0,30.8,82.4,224.0,16.031944,108.220556
480,48.0,Đà Nẵng,2014.0,7.0,6.0,78.0,29.3,183.6,231.1,16.031944,108.220556
481,48.0,Đà Nẵng,2014.0,8.0,13.0,75.0,29.3,180.8,220.7,16.031944,108.220556
482,48.0,Đà Nẵng,2014.0,9.0,31.0,80.0,28.7,111.5,225.2,16.031944,108.220556
483,48.0,Đà Nẵng,2014.0,10.0,8.0,84.0,26.4,819.4,166.0,16.031944,108.220556
484,48.0,Đà Nẵng,2014.0,11.0,1.0,85.0,25.9,288.1,148.9,16.031944,108.220556
485,48.0,Đà Nẵng,2014.0,12.0,1.0,89.0,21.7,399.1,28.2,16.031944,108.220556
486,48.0,Đà Nẵng,2015.0,6.0,9.0,75.0,29.8,24.8,264.4,16.031944,108.220556
487,48.0,Đà Nẵng,2015.0,7.0,6.0,73.0,29.6,36.8,143.7,16.031944,108.220556
488,48.0,Đà Nẵng,2015.0,8.0,13.0,78.0,29.2,190.9,262.2,16.031944,108.220556
489,48.0,Đà Nẵng,2015.0,9.0,31.0,80.0,28.8,416.0,240.0,16.031944,108.220556
490,48.0,Đà Nẵng,2015.0,10.0,8.0,82.0,26.6,356.1,192.8,16.031944,108.220556
491,48.0,Đà Nẵng,2015.0,11.0,1.0,84.0,26.7,328.2,172.9,16.031944,108.220556
492,48.0,Đà Nẵng,2015.0,12.0,1.0,86.0,23.9,179.8,136.3,16.031944,108.220556
493,48.0,Đà Nẵng,2016.0,6.0,9.0,74.0,30.1,47.0,263.1,16.031944,108.220556
494,48.0,Đà Nẵng,2016.0,7.0,6.0,75.0,29.8,54.3,288.2,16.031944,108.220556
495,48.0,Đà Nẵng,2016.0,8.0,13.0,76.0,30.2,145.0,224.5,16.031944,108.220556
496,48.0,Đà Nẵng,2016.0,9.0,31.0,82.0,28.6,783.3,189.9,16.031944,108.220556
497,48.0,Đà Nẵng,2016.0,10.0,8.0,83.0,27.5,411.2,170.6,16.031944,108.220556
498,48.0,Đà Nẵng,2016.0,11.0,1.0,85.0,25.8,336.8,111.4,16.031944,108.220556
499,48.0,Đà Nẵng,2016.0,12.0,1.0,89.0,23.2,758.7,39.7,16.031944,108.220556
500,48.0,Đà Nẵng,2017.0,6.0,9.0,74.0,30.3,33.6,288.3,16.031944,108.220556
501,48.0,Đà Nẵng,2017.0,7.0,6.0,80.0,28.6,248.2,188.1,16.031944,108.220556
502,48.0,Đà Nẵng,2017.0,8.0,13.0,77.0,29.7,178.7,254.5,16.031944,108.220556
503,48.0,Đà Nẵng,2017.0,9.0,31.0,79.0,28.9,198.0,243.9,16.031944,108.220556
504,48.0,Đà Nẵng,2017.0,10.0,8.0,83.0,26.7,363.5,133.0,16.031944,108.220556
505,48.0,Đà Nẵng,2017.0,11.0,1.0,89.0,24.9,776.6,83.2,16.031944,108.220556
506,48.0,Đà Nẵng,2017.0,12.0,1.0,84.0,22.2,163.5,53.5,16.031944,108.220556
507,48.0,Đà Nẵng,2018.0,1.0,5.0,86.0,22.3,22.8,56.3,16.031944,108.220556
508,48.0,Đà Nẵng,2018.0,2.0,83.0,81.0,21.5,11.9,138.3,16.031944,108.220556
509,48.0,Đà Nẵng,2018.0,3.0,116.0,82.0,24.2,30.3,162.8,16.031944,108.220556
510,48.0,Đà Nẵng,2018.0,4.0,126.0,82.0,25.9,146.1,220.0,16.031944,108.220556
511,48.0,Đà Nẵng,2018.0,5.0,3.0,79.0,28.9,5.2,283.0,16.031944,108.220556
512,48.0,Đà Nẵng,2018.0,6.0,8.0,74.0,29.8,150.7,181.9,16.031944,108.220556
513,48.0,Đà Nẵng,2018.0,7.0,15.0,75.0,29.6,184.4,169.3,16.031944,108.220556
514,48.0,Đà Nẵng,2018.0,8.0,16.0,72.0,30.1,55.4,172.2,16.031944,108.220556
515,48.0,Đà Nẵng,2018.0,9.0,33.0,77.0,28.9,139.6,248.0,16.031944,108.220556
516,48.0,Đà Nẵng,2018.0,10.0,54.0,79.0,27.0,253.4,206.7,16.031944,108.220556
517,48.0,Đà Nẵng,2018.0,11.0,4.0,82.0,25.8,260.6,143.8,16.031944,108.220556
518,48.0,Đà Nẵng,2018.0,12.0,1.0,87.0,24.2,1278.7,80.9,16.031944,108.220556
519,48.0,Đà Nẵng,2019.0,1.0,3.0,86.0,22.4,270.3,103.4,16.031944,108.220556
520,48.0,Đà Nẵng,2019.0,2.0,172.0,82.0,25.0,1.4,224.0,16.031944,108.220556
521,48.0,Đà Nẵng,2019.0,3.0,117.0,82.0,26.3,34.4,191.0,16.031944,108.220556
522,48.0,Đà Nẵng,2019.0,5.0,16.0,74.0,29.8,53.0,258.0,16.031944,108.220556
523,48.0,Đà Nẵng,2019.0,6.0,24.0,70.0,31.4,11.2,280.1,16.031944,108.220556
524,48.0,Đà Nẵng,2019.0,7.0,5.0,69.0,30.9,65.1,228.8,16.031944,108.220556
525,48.0,Đà Nẵng,2019.0,8.0,20.0,71.0,30.2,174.0,193.7,16.031944,108.220556
526,48.0,Đà Nẵng,2019.0,9.0,13.0,80.0,27.9,307.7,163.9,16.031944,108.220556
527,48.0,Đà Nẵng,2019.0,10.0,34.0,81.0,27.1,637.8,212.8,16.031944,108.220556
528,48.0,Đà Nẵng,2019.0,11.0,1.0,81.0,25.3,464.9,126.7,16.031944,108.220556
529,77.0,Vũng Tàu,2011.0,1.0,1.0,77.0,25.8,1.2,158.2,10.3459,107.08426000000001
530,77.0,Vũng Tàu,2011.0,3.0,6.0,75.0,27.3,1.5,202.8,10.3459,107.08426000000001
531,77.0,Vũng Tàu,2011.0,4.0,4.0,77.0,27.7,80.1,249.9,10.3459,107.08426000000001
532,77.0,Vũng Tàu,2011.0,5.0,2.0,80.0,29.0,193.0,222.4,10.3459,107.08426000000001
533,77.0,Vũng Tàu,2011.0,11.0,3.0,78.0,27.7,171.5,200.1,10.3459,107.08426000000001
534,77.0,Vũng Tàu,2012.0,1.0,10.0,77.0,26.2,0.2,205.8,10.3459,107.08426000000001
535,77.0,Vũng Tàu,2012.0,2.0,4.0,77.0,26.7,35.9,249.5,10.3459,107.08426000000001
536,77.0,Vũng Tàu,2012.0,3.0,12.0,76.0,28.3,31.6,256.6,10.3459,107.08426000000001
537,77.0,Vũng Tàu,2012.0,4.0,3.0,79.0,28.7,261.8,265.5,10.3459,107.08426000000001
538,77.0,Vũng Tàu,2012.0,6.0,2.0,79.0,28.5,141.3,197.0,10.3459,107.08426000000001
539,77.0,Vũng Tàu,2012.0,11.0,1.0,77.0,28.3,11.1,213.9,10.3459,107.08426000000001
540,77.0,Vũng Tàu,2012.0,12.0,2.0,73.0,27.9,20.8,225.6,10.3459,107.08426000000001
541,77.0,Vũng Tàu,2013.0,2.0,2.0,73.0,27.1,0.9,232.7,10.3459,107.08426000000001
542,77.0,Vũng Tàu,2013.0,4.0,2.0,75.0,29.7,104.0,203.5,10.3459,107.08426000000001
543,77.0,Vũng Tàu,2013.0,6.0,1.0,79.0,28.7,192.1,157.8,10.3459,107.08426000000001
544,77.0,Vũng Tàu,2013.0,12.0,2.0,77.0,26.3,18.9,147.8,10.3459,107.08426000000001
545,77.0,Vũng Tàu,2014.0,4.0,1.0,74.0,29.6,39.2,272.7,10.3459,107.08426000000001
546,77.0,Vũng Tàu,2014.0,11.0,1.0,77.0,28.3,11.4,238.2,10.3459,107.08426000000001
547,77.0,Vũng Tàu,2014.0,12.0,1.0,75.0,27.1,39.6,161.1,10.3459,107.08426000000001
548,77.0,Vũng Tàu,2015.0,1.0,2.0,77.0,25.2,2.5,217.5,10.3459,107.08426000000001
549,77.0,Vũng Tàu,2015.0,4.0,1.0,75.0,29.0,13.8,295.3,10.3459,107.08426000000001
550,77.0,Vũng Tàu,2015.0,10.0,1.0,79.0,28.4,241.3,228.0,10.3459,107.08426000000001
551,77.0,Vũng Tàu,2015.0,11.0,1.0,75.0,28.8,5.1,245.4,10.3459,107.08426000000001
552,77.0,Vũng Tàu,2015.0,12.0,1.0,74.0,27.8,4.8,224.8,10.3459,107.08426000000001
553,77.0,Vũng Tàu,2016.0,7.0,2.0,79.0,28.9,136.7,240.3,10.3459,107.08426000000001
554,77.0,Vũng Tàu,2017.0,1.0,3.0,77.0,26.7,109.6,183.4,10.3459,107.08426000000001
555,77.0,Vũng Tàu,2017.0,3.0,4.0,74.0,27.5,0.0,286.4,10.3459,107.08426000000001
556,77.0,Vũng Tàu,2017.0,4.0,6.0,74.0,29.2,43.5,287.5,10.3459,107.08426000000001
557,77.0,Vũng Tàu,2017.0,5.0,10.0,79.0,29.5,169.9,238.8,10.3459,107.08426000000001
558,77.0,Vũng Tàu,2017.0,6.0,23.0,80.0,28.8,352.5,200.3,10.3459,107.08426000000001
559,77.0,Vũng Tàu,2017.0,7.0,13.0,82.0,27.9,226.1,187.4,10.3459,107.08426000000001
560,77.0,Vũng Tàu,2017.0,8.0,57.0,82.0,28.4,166.6,233.8,10.3459,107.08426000000001
561,77.0,Vũng Tàu,2017.0,9.0,23.0,80.0,28.8,200.9,225.5,10.3459,107.08426000000001
562,77.0,Vũng Tàu,2017.0,10.0,30.0,81.0,27.9,362.2,149.1,10.3459,107.08426000000001
563,77.0,Vũng Tàu,2017.0,11.0,46.0,81.0,27.7,51.6,180.2,10.3459,107.08426000000001
564,77.0,Vũng Tàu,2017.0,12.0,80.0,76.0,26.7,26.4,198.3,10.3459,107.08426000000001
565,77.0,Vũng Tàu,2018.0,1.0,69.0,79.0,26.5,7.3,176.2,10.3459,107.08426000000001
566,77.0,Vũng Tàu,2018.0,3.0,522.0,76.0,27.6,2.4,281.5,10.3459,107.08426000000001
567,77.0,Vũng Tàu,2018.0,4.0,343.0,76.0,28.7,1.2,296.1,10.3459,107.08426000000001
568,77.0,Vũng Tàu,2018.0,5.0,45.0,77.0,29.8,163.6,238.7,10.3459,107.08426000000001
569,77.0,Vũng Tàu,2018.0,6.0,21.0,79.0,28.5,222.9,196.0,10.3459,107.08426000000001
570,77.0,Vũng Tàu,2018.0,7.0,48.0,80.0,28.1,180.8,191.3,10.3459,107.08426000000001
571,77.0,Vũng Tàu,2018.0,8.0,31.0,79.0,28.1,168.6,182.3,10.3459,107.08426000000001
572,77.0,Vũng Tàu,2018.0,9.0,57.0,81.0,28.1,334.9,205.0,10.3459,107.08426000000001
573,77.0,Vũng Tàu,2018.0,10.0,65.0,79.0,28.2,232.0,220.5,10.3459,107.08426000000001
574,77.0,Vũng Tàu,2018.0,11.0,93.0,78.0,27.8,234.3,195.1,10.3459,107.08426000000001
575,77.0,Vũng Tàu,2018.0,12.0,34.0,79.0,27.6,23.3,170.5,10.3459,107.08426000000001
576,77.0,Vũng Tàu,2019.0,1.0,133.0,74.0,26.8,4.4,238.5,10.3459,107.08426000000001
577,77.0,Vũng Tàu,2019.0,4.0,499.0,73.0,30.0,8.6,299.7,10.3459,107.08426000000001
578,77.0,Vũng Tàu,2019.0,5.0,41.0,77.0,29.9,96.5,257.7,10.3459,107.08426000000001
579,77.0,Vũng Tàu,2019.0,6.0,15.0,77.0,29.3,199.6,200.3,10.3459,107.08426000000001
580,77.0,Vũng Tàu,2019.0,7.0,39.0,80.0,28.3,149.4,204.9,10.3459,107.08426000000001
581,77.0,Vũng Tàu,2019.0,8.0,37.0,81.0,28.2,225.1,203.0,10.3459,107.08426000000001
582,77.0,Vũng Tàu,2019.0,9.0,44.0,79.0,28.2,158.3,174.6,10.3459,107.08426000000001
583,77.0,Vũng Tàu,2019.0,10.0,70.0,75.0,29.0,80.3,246.3,10.3459,107.08426000000001
584,77.0,Vũng Tàu,2019.0,11.0,6.0,79.0,27.4,145.7,200.5,10.3459,107.08426000000001
585,84.0,Vinh,2011.0,6.0,16.0,70.0,30.5,93.2,222.1,18.673370000000002,105.69232
586,84.0,Vinh,2011.0,7.0,2.0,74.0,29.7,378.0,200.7,18.673370000000002,105.69232
587,84.0,Vinh,2011.0,8.0,27.0,80.0,28.6,40.3,186.7,18.673370000000002,105.69232
588,84.0,Vinh,2011.0,9.0,7.0,85.0,27.2,741.4,98.0,18.673370000000002,105.69232
589,84.0,Vinh,2011.0,10.0,16.0,88.0,23.9,341.1,41.4,18.673370000000002,105.69232
590,84.0,Vinh,2011.0,11.0,7.0,86.0,23.3,343.8,70.4,18.673370000000002,105.69232
591,84.0,Vinh,2011.0,12.0,28.0,84.0,17.1,51.4,10.8,18.673370000000002,105.69232
592,84.0,Vinh,2012.0,6.0,16.0,68.0,30.6,125.1,145.0,18.673370000000002,105.69232
593,84.0,Vinh,2012.0,7.0,2.0,68.0,30.5,84.9,228.9,18.673370000000002,105.69232
594,84.0,Vinh,2012.0,8.0,27.0,76.0,29.5,140.4,197.9,18.673370000000002,105.69232
595,84.0,Vinh,2012.0,9.0,7.0,84.0,27.1,721.5,143.0,18.673370000000002,105.69232
596,84.0,Vinh,2012.0,10.0,16.0,84.0,26.1,60.7,135.1,18.673370000000002,105.69232
597,84.0,Vinh,2012.0,11.0,7.0,87.0,24.2,230.0,98.6,18.673370000000002,105.69232
598,84.0,Vinh,2012.0,12.0,28.0,87.0,20.5,95.6,57.6,18.673370000000002,105.69232
599,84.0,Vinh,2013.0,6.0,16.0,71.0,29.8,328.4,224.3,18.673370000000002,105.69232
600,84.0,Vinh,2013.0,7.0,2.0,80.0,29.1,175.4,191.4,18.673370000000002,105.69232
601,84.0,Vinh,2013.0,8.0,27.0,78.0,29.2,152.6,175.8,18.673370000000002,105.69232
602,84.0,Vinh,2013.0,9.0,7.0,86.0,26.9,831.7,66.0,18.673370000000002,105.69232
603,84.0,Vinh,2013.0,10.0,16.0,85.0,24.8,526.2,97.6,18.673370000000002,105.69232
604,84.0,Vinh,2013.0,11.0,7.0,89.0,22.1,164.9,40.0,18.673370000000002,105.69232
605,84.0,Vinh,2013.0,12.0,28.0,82.0,16.5,68.9,73.6,18.673370000000002,105.69232
606,84.0,Vinh,2014.0,6.0,16.0,73.0,31.0,272.7,188.5,18.673370000000002,105.69232
607,84.0,Vinh,2014.0,7.0,2.0,75.0,30.4,110.7,222.9,18.673370000000002,105.69232
608,84.0,Vinh,2014.0,8.0,27.0,76.0,29.7,168.5,162.8,18.673370000000002,105.69232
609,84.0,Vinh,2014.0,9.0,7.0,84.0,28.4,194.6,182.4,18.673370000000002,105.69232
610,84.0,Vinh,2014.0,10.0,16.0,87.0,25.6,472.9,103.5,18.673370000000002,105.69232
611,84.0,Vinh,2014.0,11.0,7.0,89.0,23.7,63.6,93.5,18.673370000000002,105.69232
612,84.0,Vinh,2014.0,12.0,28.0,84.0,17.9,65.1,41.2,18.673370000000002,105.69232
613,84.0,Vinh,2015.0,6.0,16.0,69.0,31.6,121.0,278.8,18.673370000000002,105.69232
614,84.0,Vinh,2015.0,7.0,2.0,71.0,29.7,90.1,117.3,18.673370000000002,105.69232
615,84.0,Vinh,2015.0,8.0,27.0,77.0,29.6,50.0,231.2,18.673370000000002,105.69232
616,84.0,Vinh,2015.0,9.0,7.0,81.0,28.8,368.1,175.5,18.673370000000002,105.69232
617,84.0,Vinh,2015.0,10.0,16.0,81.0,26.0,159.6,161.9,18.673370000000002,105.69232
618,84.0,Vinh,2015.0,11.0,7.0,87.0,24.9,219.0,111.3,18.673370000000002,105.69232
619,84.0,Vinh,2015.0,12.0,28.0,85.0,19.7,93.1,40.5,18.673370000000002,105.69232
620,84.0,Vinh,2016.0,6.0,16.0,69.0,31.6,9.7,251.4,18.673370000000002,105.69232
621,84.0,Vinh,2016.0,7.0,2.0,71.0,31.1,114.5,262.3,18.673370000000002,105.69232
622,84.0,Vinh,2016.0,8.0,27.0,79.0,29.6,177.3,181.6,18.673370000000002,105.69232
623,84.0,Vinh,2016.0,9.0,7.0,85.0,27.8,741.4,111.7,18.673370000000002,105.69232
624,84.0,Vinh,2016.0,10.0,16.0,87.0,26.5,563.9,88.8,18.673370000000002,105.69232
625,84.0,Vinh,2016.0,11.0,7.0,87.0,22.9,287.5,67.4,18.673370000000002,105.69232
626,84.0,Vinh,2016.0,12.0,28.0,84.0,20.4,30.9,38.5,18.673370000000002,105.69232
627,84.0,Vinh,2017.0,6.0,16.0,74.0,30.9,49.9,214.4,18.673370000000002,105.69232
628,84.0,Vinh,2017.0,7.0,2.0,79.0,29.3,383.5,162.6,18.673370000000002,105.69232
629,84.0,Vinh,2017.0,8.0,27.0,75.0,29.9,267.5,170.2,18.673370000000002,105.69232
630,84.0,Vinh,2017.0,9.0,7.0,82.0,29.3,300.7,203.3,18.673370000000002,105.69232
631,84.0,Vinh,2017.0,10.0,16.0,85.0,25.3,850.1,70.6,18.673370000000002,105.69232
632,84.0,Vinh,2017.0,11.0,7.0,85.0,22.0,62.0,44.0,18.673370000000002,105.69232
633,84.0,Vinh,2017.0,12.0,28.0,85.0,18.4,36.9,43.9,18.673370000000002,105.69232
634,84.0,Vinh,2018.0,1.0,45.0,90.0,18.5,18.3,36.3,18.673370000000002,105.69232
635,84.0,Vinh,2018.0,2.0,52.0,86.0,17.4,50.9,41.3,18.673370000000002,105.69232
636,84.0,Vinh,2018.0,3.0,71.0,88.0,22.1,25.2,102.0,18.673370000000002,105.69232
637,84.0,Vinh,2018.0,4.0,248.0,88.0,23.9,53.9,144.7,18.673370000000002,105.69232
638,84.0,Vinh,2018.0,5.0,4.0,79.0,29.1,29.4,262.5,18.673370000000002,105.69232
639,84.0,Vinh,2018.0,6.0,3.0,70.0,30.8,81.1,196.2,18.673370000000002,105.69232
640,84.0,Vinh,2018.0,7.0,18.0,78.0,29.2,697.5,144.3,18.673370000000002,105.69232
641,84.0,Vinh,2018.0,8.0,2.0,77.0,29.3,135.6,164.2,18.673370000000002,105.69232
642,84.0,Vinh,2018.0,9.0,53.0,80.0,28.4,229.7,205.9,18.673370000000002,105.69232
643,84.0,Vinh,2018.0,10.0,6.0,84.0,25.8,69.3,161.2,18.673370000000002,105.69232
644,84.0,Vinh,2018.0,11.0,71.0,85.0,23.9,92.3,125.1,18.673370000000002,105.69232
645,84.0,Vinh,2018.0,12.0,10.0,88.0,20.6,435.5,81.5,18.673370000000002,105.69232
646,84.0,Vinh,2019.0,1.0,29.0,89.0,18.8,33.5,49.1,18.673370000000002,105.69232
647,84.0,Vinh,2019.0,2.0,66.0,90.0,22.9,18.0,119.9,18.673370000000002,105.69232
648,84.0,Vinh,2019.0,3.0,203.0,91.0,23.2,53.5,81.4,18.673370000000002,105.69232
649,84.0,Vinh,2019.0,4.0,369.0,84.0,28.2,81.2,202.6,18.673370000000002,105.69232
650,84.0,Vinh,2019.0,5.0,20.0,79.0,29.7,108.1,189.6,18.673370000000002,105.69232
651,84.0,Vinh,2019.0,6.0,1.0,65.0,32.8,10.7,270.8,18.673370000000002,105.69232
652,84.0,Vinh,2019.0,8.0,20.0,78.0,29.6,169.6,153.4,18.673370000000002,105.69232
653,84.0,Vinh,2019.0,10.0,2.0,84.0,26.2,1163.7,168.8,18.673370000000002,105.69232
654,84.0,Vinh,2019.0,12.0,4.0,82.0,20.1,96.9,107.8,18.673370000000002,105.69232
655,96.0,Cà Mau,2011.0,3.0,2.0,75.0,27.4,87.2,192.2,9.061414,105.03204299999999
656,96.0,Cà Mau,2011.0,8.0,2.0,82.0,27.9,236.8,177.4,9.061414,105.03204299999999
657,96.0,Cà Mau,2012.0,3.0,2.0,78.0,28.1,233.7,224.4,9.061414,105.03204299999999
658,96.0,Cà Mau,2012.0,8.0,2.0,83.0,27.8,218.4,189.3,9.061414,105.03204299999999
659,96.0,Cà Mau,2013.0,1.0,3.0,78.0,26.5,36.9,150.5,9.061414,105.03204299999999
660,96.0,Cà Mau,2013.0,2.0,2.0,75.0,27.5,8.1,181.1,9.061414,105.03204299999999
661,96.0,Cà Mau,2013.0,5.0,4.0,82.0,29.3,196.0,179.8,9.061414,105.03204299999999
662,96.0,Cà Mau,2013.0,11.0,1.0,82.0,27.6,230.5,164.8,9.061414,105.03204299999999
663,96.0,Cà Mau,2014.0,6.0,1.0,85.0,28.2,190.3,109.8,9.061414,105.03204299999999
664,96.0,Cà Mau,2015.0,4.0,3.0,74.0,29.4,6.4,267.5,9.061414,105.03204299999999
665,96.0,Cà Mau,2015.0,5.0,5.0,76.0,29.7,131.6,219.3,9.061414,105.03204299999999
666,96.0,Cà Mau,2015.0,7.0,2.0,83.0,28.6,200.7,167.2,9.061414,105.03204299999999
667,96.0,Cà Mau,2015.0,8.0,1.0,83.0,28.3,250.6,186.5,9.061414,105.03204299999999
668,96.0,Cà Mau,2015.0,9.0,7.0,86.0,27.6,645.3,154.4,9.061414,105.03204299999999
669,96.0,Cà Mau,2015.0,12.0,1.0,78.0,27.8,48.6,200.7,9.061414,105.03204299999999
670,96.0,Cà Mau,2016.0,1.0,4.0,78.0,27.9,0.2,248.8,9.061414,105.03204299999999
671,96.0,Cà Mau,2016.0,2.0,3.0,73.0,27.3,2.1,210.5,9.061414,105.03204299999999
672,96.0,Cà Mau,2016.0,4.0,7.0,74.0,30.1,4.0,284.2,9.061414,105.03204299999999
673,96.0,Cà Mau,2016.0,5.0,1.0,79.0,29.9,161.4,168.9,9.061414,105.03204299999999
674,96.0,Cà Mau,2016.0,11.0,1.0,82.0,27.9,183.6,156.6,9.061414,105.03204299999999
675,96.0,Cà Mau,2017.0,3.0,2.0,76.0,27.9,12.5,238.5,9.061414,105.03204299999999
676,96.0,Cà Mau,2017.0,4.0,7.0,77.0,29.3,98.1,245.1,9.061414,105.03204299999999
677,96.0,Cà Mau,2017.0,5.0,2.0,82.0,29.0,272.4,165.4,9.061414,105.03204299999999
678,96.0,Cà Mau,2017.0,6.0,32.0,82.0,28.7,148.6,147.6,9.061414,105.03204299999999
679,96.0,Cà Mau,2017.0,7.0,13.0,84.0,28.0,251.4,143.7,9.061414,105.03204299999999
680,96.0,Cà Mau,2017.0,8.0,24.0,86.0,27.7,383.1,152.3,9.061414,105.03204299999999
681,96.0,Cà Mau,2017.0,9.0,11.0,83.0,28.2,291.5,140.9,9.061414,105.03204299999999
682,96.0,Cà Mau,2017.0,10.0,29.0,86.0,27.5,453.8,110.2,9.061414,105.03204299999999
683,96.0,Cà Mau,2017.0,11.0,56.0,83.0,27.7,121.3,125.8,9.061414,105.03204299999999
684,96.0,Cà Mau,2017.0,12.0,19.0,79.0,26.3,72.4,133.4,9.061414,105.03204299999999
685,96.0,Cà Mau,2018.0,1.0,31.0,80.0,26.7,42.5,128.1,9.061414,105.03204299999999
686,96.0,Cà Mau,2018.0,2.0,86.0,76.0,26.6,11.2,196.6,9.061414,105.03204299999999
687,96.0,Cà Mau,2018.0,3.0,286.0,76.0,28.1,0.2,245.7,9.061414,105.03204299999999
688,96.0,Cà Mau,2018.0,4.0,86.0,76.0,29.1,10.1,248.3,9.061414,105.03204299999999
689,96.0,Cà Mau,2018.0,5.0,7.0,80.0,29.3,219.8,192.6,9.061414,105.03204299999999
690,96.0,Cà Mau,2018.0,6.0,1.0,84.0,28.1,238.8,123.2,9.061414,105.03204299999999
691,96.0,Cà Mau,2018.0,7.0,6.0,86.0,27.5,522.9,116.4,9.061414,105.03204299999999
692,96.0,Cà Mau,2018.0,8.0,4.0,84.0,28.0,288.8,135.6,9.061414,105.03204299999999
693,96.0,Cà Mau,2018.0,9.0,20.0,85.0,27.6,293.7,134.2,9.061414,105.03204299999999
694,96.0,Cà Mau,2018.0,10.0,16.0,81.0,28.1,227.6,174.0,9.061414,105.03204299999999
695,96.0,Cà Mau,2018.0,11.0,37.0,80.0,28.1,104.5,141.9,9.061414,105.03204299999999
696,96.0,Cà Mau,2018.0,12.0,2.0,80.0,27.8,47.7,127.1,9.061414,105.03204299999999
697,96.0,Cà Mau,2019.0,1.0,63.0,77.0,27.0,149.3,180.3,9.061414,105.03204299999999
698,96.0,Cà Mau,2019.0,2.0,327.0,76.0,27.4,0.8,223.1,9.061414,105.03204299999999
699,96.0,Cà Mau,2019.0,3.0,816.0,77.0,28.6,13.1,257.1,9.061414,105.03204299999999
700,96.0,Cà Mau,2019.0,4.0,126.0,77.0,29.9,60.7,245.3,9.061414,105.03204299999999
701,96.0,Cà Mau,2019.0,5.0,45.0,82.0,29.5,205.4,190.7,9.061414,105.03204299999999
702,96.0,Cà Mau,2019.0,6.0,2.0,85.0,28.5,444.8,110.7,9.061414,105.03204299999999
703,96.0,Cà Mau,2019.0,8.0,7.0,86.0,27.6,464.5,133.8,9.061414,105.03204299999999
704,96.0,Cà Mau,2019.0,9.0,3.0,84.0,27.9,302.5,130.3,9.061414,105.03204299999999
705,96.0,Cà Mau,2019.0,10.0,7.0,85.0,27.9,269.5,121.7,9.061414,105.03204299999999
706,96.0,Cà Mau,2019.0,11.0,14.0,80.0,27.8,110.1,157.1,9.061414,105.03204299999999
