,Ma_Tinh,Thang,So_Diem_Chay,Nam
3039,56,7,8,2012
3040,56,8,7,2012
3041,56,10,3,2012
3042,56,11,2,2012
3043,56,12,1,2012
3044,56,1,1,2013
3045,56,2,1,2013
3046,56,3,15,2013
3047,56,4,15,2013
3048,56,5,18,2013
3049,56,6,4,2013
3050,56,7,4,2013
3051,56,8,8,2013
3052,56,9,2,2013
3053,56,10,3,2013
3054,56,1,3,2014
3055,56,2,10,2014
3056,56,3,42,2014
3057,56,4,36,2014
3058,56,5,16,2014
3059,56,6,7,2014
3060,56,7,5,2014
3061,56,8,14,2014
3062,56,9,7,2014
3063,56,10,3,2014
3064,56,11,2,2014
3065,56,1,3,2015
3066,56,2,5,2015
3067,56,3,10,2015
3068,56,4,46,2015
3069,56,5,42,2015
3070,56,6,16,2015
3071,56,7,28,2015
3072,56,8,18,2015
3073,56,9,8,2015
3074,56,10,3,2015
3075,56,1,1,2016
3076,56,2,3,2016
3077,56,3,17,2016
3078,56,4,98,2016
3079,56,5,40,2016
3080,56,6,11,2016
3081,56,7,30,2016
3082,56,8,24,2016
3083,56,9,6,2016
3084,56,10,1,2016
3085,56,11,2,2016
3086,56,2,7,2017
3087,56,3,12,2017
3088,56,4,43,2017
3089,56,5,11,2017
3090,56,6,71,2017
3091,56,7,26,2017
3092,56,8,84,2017
3093,56,9,114,2017
3094,56,10,76,2017
3095,56,11,15,2017
3096,56,12,24,2017
3097,56,1,21,2018
3098,56,2,347,2018
3099,56,3,728,2018
3100,56,4,1036,2018
3101,56,5,128,2018
3102,56,6,86,2018
3103,56,7,109,2018
3104,56,8,216,2018
3105,56,9,142,2018
3106,56,10,151,2018
3107,56,11,93,2018
3108,56,12,13,2018
3109,56,1,33,2019
3110,56,2,115,2019
3111,56,3,539,2019
3112,56,4,1090,2019
3113,56,5,83,2019
3114,56,6,73,2019
3115,56,7,87,2019
3116,56,8,217,2019
3117,56,9,50,2019
3118,56,10,40,2019
3119,56,11,10,2019
3120,56,12,12,2019
3121,56,1,15,2020
3122,56,2,79,2020
3123,56,3,40,2020
3124,56,4,31,2020
3125,56,5,248,2020
3126,56,6,30,2020
3127,56,8,2,2020
3128,58,1,1,2011
3129,58,2,7,2011
3130,58,3,8,2011
3131,58,4,25,2011
3132,58,5,8,2011
3133,58,7,1,2011
3134,58,1,1,2012
3135,58,2,18,2012
3136,58,3,11,2012
3137,58,4,14,2012
3138,58,5,1,2012
3139,58,7,4,2012
3140,58,10,1,2012
3141,58,11,1,2012
3142,58,1,2,2013
3143,58,2,7,2013
3144,58,3,33,2013
3145,58,4,5,2013
3146,58,5,2,2013
3147,58,6,2,2013
3148,58,8,1,2013
3149,58,11,1,2013
3150,58,12,1,2013
3151,58,1,1,2014
3152,58,2,20,2014
3153,58,3,68,2014
3154,58,4,20,2014
3155,58,5,4,2014
3156,58,8,1,2014
3157,58,1,5,2015
3158,58,2,24,2015
3159,58,3,26,2015
3160,58,4,35,2015
3161,58,5,4,2015
3162,58,7,1,2015
3163,58,10,3,2015
3164,58,12,2,2015
3165,58,1,4,2016
3166,58,2,42,2016
3167,58,3,171,2016
3168,58,4,140,2016
3169,58,5,20,2016
3170,58,6,2,2016
3171,58,7,4,2016
3172,58,8,3,2016
3173,58,11,1,2016
3174,58,1,3,2017
3175,58,3,43,2017
3176,58,4,80,2017
3177,58,5,11,2017
3178,58,6,16,2017
3179,58,7,6,2017
3180,58,8,32,2017
3181,58,9,21,2017
3182,58,10,12,2017
3183,58,11,10,2017
3184,58,12,49,2017
3185,58,1,52,2018
3186,58,2,1302,2018
3187,58,3,3809,2018
3188,58,4,2244,2018
3189,58,5,97,2018
3190,58,6,18,2018
3191,58,7,36,2018
3192,58,8,24,2018
3193,58,9,79,2018
3194,58,10,116,2018
3195,58,11,62,2018
3196,58,12,35,2018
3197,58,1,71,2019
3198,58,2,283,2019
3199,58,3,656,2019
3200,58,4,1353,2019
3201,58,5,74,2019
3202,58,6,16,2019
3203,58,7,29,2019
3204,58,8,36,2019
3205,58,9,10,2019
3206,58,10,20,2019
3207,58,11,8,2019
3208,58,12,19,2019
3209,58,1,125,2020
3210,58,2,1048,2020
3211,58,3,46,2020
3212,58,4,34,2020
3213,58,5,108,2020
3214,58,6,9,2020
3215,60,1,6,2011
3216,60,2,47,2011
3217,60,3,15,2011
3218,60,4,28,2011
3219,60,5,4,2011
3220,60,6,1,2011
3221,60,7,1,2011
3222,60,8,3,2011
3223,60,11,4,2011
3224,60,12,2,2011
3225,60,1,15,2012
3226,60,2,26,2012
3227,60,3,22,2012
3228,60,4,21,2012
3229,60,5,2,2012
3230,60,6,2,2012
3231,60,7,1,2012
3232,60,11,1,2012
3233,60,12,20,2012
3234,60,1,33,2013
3235,60,2,37,2013
3236,60,3,17,2013
3237,60,4,3,2013
3238,60,5,1,2013
3239,60,6,5,2013
3240,60,10,2,2013
3241,60,11,1,2013
3242,60,12,5,2013
3243,60,1,12,2014
3244,60,2,50,2014
3245,60,3,30,2014
3246,60,4,5,2014
3247,60,5,2,2014
3248,60,6,1,2014
3249,60,11,1,2014
3250,60,12,5,2014
3251,60,1,35,2015
3252,60,2,42,2015
3253,60,3,21,2015
3254,60,4,17,2015
3255,60,5,2,2015
3256,60,6,5,2015
3257,60,10,2,2015
3258,60,11,1,2015
3259,60,12,1,2015
3260,60,1,150,2016
3261,60,2,157,2016
3262,60,3,155,2016
3263,60,4,82,2016
3264,60,5,23,2016
3265,60,6,9,2016
3266,60,7,8,2016
3267,60,8,1,2016
3268,60,9,1,2016
3269,60,1,13,2017
3270,60,2,80,2017
3271,60,3,244,2017
3272,60,4,76,2017
3273,60,5,25,2017
3274,60,6,64,2017
3275,60,7,28,2017
3276,60,8,56,2017
3277,60,9,31,2017
3278,60,10,39,2017
3279,60,11,103,2017
3280,60,12,287,2017
3281,60,1,251,2018
3282,60,2,6088,2018
3283,60,3,4751,2018
3284,60,4,1516,2018
3285,60,5,109,2018
3286,60,6,33,2018
3287,60,7,79,2018
3288,60,8,46,2018
3289,60,9,110,2018
3290,60,10,148,2018
3291,60,11,223,2018
3292,60,12,210,2018
3293,60,1,409,2019
3294,60,2,4209,2019
3295,60,3,3816,2019
3296,60,4,2147,2019
3297,60,5,168,2019
3298,60,6,29,2019
3299,60,7,36,2019
3300,60,8,74,2019
3301,60,9,42,2019
3302,60,10,100,2019
3303,60,11,27,2019
3304,60,12,55,2019
3305,60,1,802,2020
3306,60,2,2403,2020
3307,60,3,51,2020
3308,60,4,124,2020
3309,60,5,152,2020
3310,60,6,30,2020
3311,60,8,1,2020
3312,62,1,141,2011
3313,62,2,262,2011
3314,62,3,436,2011
3315,62,4,379,2011
3316,62,5,68,2011
3317,62,6,22,2011
3318,62,7,1,2011
3319,62,11,14,2011
3320,62,12,137,2011
3321,62,1,202,2012
3322,62,2,551,2012
3323,62,3,848,2012
3324,62,4,176,2012
3325,62,5,33,2012
3326,62,11,10,2012
3327,62,12,53,2012
3328,62,1,101,2013
3329,62,2,147,2013
3330,62,3,541,2013
3331,62,4,223,2013
3332,62,5,37,2013
3333,62,6,8,2013
3334,62,8,1,2013
3335,62,11,1,2013
3336,62,12,3,2013
3337,62,1,22,2014
3338,62,2,83,2014
3339,62,3,539,2014
3340,62,4,97,2014
3341,62,5,12,2014
3342,62,12,4,2014
3343,62,1,18,2015
3344,62,2,72,2015
3345,62,3,552,2015
3346,62,4,223,2015
3347,62,5,26,2015
3348,62,6,13,2015
3349,62,7,1,2015
3350,62,8,3,2015
3351,62,11,2,2015
3352,62,12,7,2015
3353,62,1,35,2016
3354,62,2,113,2016
3355,62,3,551,2016
3356,62,4,283,2016
3357,62,1,27,2017
3358,62,2,176,2017
3359,62,3,492,2017
3360,62,4,734,2017
3361,62,5,32,2017
3362,62,6,105,2017
3363,62,7,5,2017
3364,62,8,10,2017
3365,62,9,5,2017
3366,62,10,12,2017
3367,62,11,15,2017
3368,62,12,60,2017
3369,62,1,190,2018
3370,62,2,6657,2018
3371,62,3,17369,2018
3372,62,4,8689,2018
3373,62,5,200,2018
3374,62,6,42,2018
3375,62,7,4,2018
3376,62,9,6,2018
3377,62,10,16,2018
3378,62,11,35,2018
3379,62,12,70,2018
3380,62,1,428,2019
3381,62,2,11591,2019
3382,62,3,21756,2019
3383,62,4,4352,2019
3384,62,5,167,2019
3385,62,6,44,2019
3386,62,7,9,2019
3387,62,8,1,2019
3388,62,9,6,2019
3389,62,10,12,2019
3390,62,11,2,2019
3391,62,12,28,2019
3392,62,1,252,2020
3393,62,2,3478,2020
3394,62,3,559,2020
3395,62,4,359,2020
3396,62,5,263,2020
3397,62,6,30,2020
3398,62,7,2,2020
3399,64,1,60,2011
3400,64,2,286,2011
3401,64,3,219,2011
3402,64,4,369,2011
3403,64,5,56,2011
3404,64,6,8,2011
3405,64,7,4,2011
3406,64,8,1,2011
3407,64,11,16,2011
3408,64,12,63,2011
3409,64,1,86,2012
3410,64,2,290,2012
3411,64,3,251,2012
3412,64,4,114,2012
3413,64,5,20,2012
3414,64,6,2,2012
3415,64,7,1,2012
3416,64,8,1,2012
3417,64,10,5,2012
3418,64,11,1,2012
3419,64,12,29,2012
3420,64,1,76,2013
3421,64,2,191,2013
3422,64,3,246,2013
3423,64,4,72,2013
3424,64,5,8,2013
3425,64,6,7,2013
3426,64,7,1,2013
3427,64,8,3,2013
3428,64,12,8,2013
3429,64,1,67,2014
3430,64,2,173,2014
3431,64,3,350,2014
3432,64,4,76,2014
3433,64,5,6,2014
3434,64,6,2,2014
3435,64,8,1,2014
3436,64,10,1,2014
3437,64,11,3,2014
3438,64,12,13,2014
3439,64,1,109,2015
3440,64,2,170,2015
3441,64,3,336,2015
3442,64,4,125,2015
3443,64,5,20,2015
3444,64,6,3,2015
3445,64,7,11,2015
3446,64,8,5,2015
3447,64,9,3,2015
3448,64,10,3,2015
3449,64,11,5,2015
3450,64,12,11,2015
3451,64,1,103,2016
3452,64,2,131,2016
3453,64,3,209,2016
3454,64,4,135,2016
3455,64,1,77,2017
3456,64,2,580,2017
3457,64,3,1152,2017
3458,64,4,722,2017
3459,64,5,102,2017
3460,64,6,135,2017
3461,64,7,32,2017
3462,64,8,116,2017
3463,64,9,51,2017
3464,64,10,43,2017
3465,64,11,25,2017
3466,64,12,83,2017
3467,64,1,603,2018
3468,64,2,14203,2018
3469,64,3,24140,2018
3470,64,4,13816,2018
3471,64,5,283,2018
3472,64,6,55,2018
3473,64,7,64,2018
3474,64,8,34,2018
3475,64,9,94,2018
3476,64,10,73,2018
3477,64,11,91,2018
3478,64,12,252,2018
3479,64,1,1021,2019
3480,64,2,12262,2019
3481,64,3,20344,2019
3482,64,4,7102,2019
3483,64,5,324,2019
3484,64,6,82,2019
3485,64,7,86,2019
3486,64,8,31,2019
3487,64,9,27,2019
3488,64,10,94,2019
3489,64,11,4,2019
3490,64,12,52,2019
3491,64,1,737,2020
3492,64,2,4637,2020
3493,64,3,335,2020
3494,64,4,246,2020
3495,64,5,370,2020
3496,64,6,56,2020
3497,64,8,3,2020
3498,66,1,79,2011
3499,66,2,528,2011
3500,66,3,40,2011
3501,66,4,229,2011
3502,66,5,22,2011
3503,66,6,10,2011
3504,66,7,3,2011
3505,66,8,1,2011
3506,66,12,14,2011
3507,66,1,215,2012
3508,66,2,314,2012
3509,66,3,141,2012
3510,66,4,91,2012
3511,66,5,22,2012
3512,66,6,3,2012
3513,66,7,3,2012
3514,66,8,3,2012
3515,66,10,1,2012
3516,66,11,4,2012
3517,66,12,107,2012
3518,66,1,273,2013
3519,66,2,87,2013
3520,66,3,153,2013
3521,66,4,80,2013
3522,66,5,8,2013
3523,66,6,5,2013
3524,66,7,8,2013
3525,66,8,3,2013
3526,66,9,1,2013
3527,66,11,1,2013
3528,66,12,26,2013
3529,66,1,317,2014
3530,66,2,235,2014
3531,66,3,206,2014
3532,66,4,110,2014
3533,66,5,23,2014
3534,66,6,3,2014
3535,66,7,6,2014
3536,66,8,4,2014
3537,66,9,2,2014
3538,66,10,1,2014
3539,66,12,22,2014
3540,66,1,350,2015
3541,66,2,161,2015
3542,66,3,126,2015
3543,66,4,149,2015
3544,66,5,19,2015
3545,66,6,17,2015
3546,66,7,14,2015
3547,66,8,3,2015
3548,66,9,11,2015
3549,66,10,1,2015
3550,66,11,1,2015
3551,66,12,83,2015
3552,66,1,345,2016
3553,66,2,112,2016
3554,66,3,98,2016
3555,66,4,160,2016
3556,66,1,195,2017
3557,66,2,1319,2017
3558,66,3,1255,2017
3559,66,4,485,2017
3560,66,5,20,2017
3561,66,6,168,2017
3562,66,7,28,2017
3563,66,8,49,2017
3564,66,9,62,2017
3565,66,10,175,2017
3566,66,11,50,2017
3567,66,12,131,2017
3568,66,1,1087,2018
3569,66,2,20619,2018
3570,66,3,11828,2018
3571,66,4,8794,2018
3572,66,5,227,2018
3573,66,6,48,2018
3574,66,7,65,2018
3575,66,8,97,2018
3576,66,9,142,2018
3577,66,10,172,2018
3578,66,11,437,2018
3579,66,12,608,2018
3580,66,1,1590,2019
3581,66,2,8045,2019
3582,66,3,7132,2019
3583,66,4,7428,2019
3584,66,5,323,2019
3585,66,6,70,2019
3586,66,7,63,2019
3587,66,8,74,2019
3588,66,9,36,2019
3589,66,10,122,2019
3590,66,11,10,2019
3591,66,12,175,2019
3592,66,1,1689,2020
3593,66,2,4110,2020
3594,66,3,232,2020
3595,66,4,201,2020
3596,66,5,596,2020
3597,66,6,63,2020
3598,66,7,1,2020
3599,66,8,1,2020
3600,67,1,19,2011
3601,67,2,212,2011
3602,67,3,136,2011
3603,67,4,141,2011
3604,67,5,7,2011
3605,67,7,1,2011
3606,67,11,2,2011
3607,67,12,7,2011
3608,67,1,16,2012
3609,67,2,179,2012
3610,67,3,109,2012
3611,67,4,26,2012
3612,67,5,10,2012
3613,67,11,1,2012
3614,67,12,10,2012
3615,67,1,69,2013
3616,67,2,137,2013
3617,67,3,169,2013
3618,67,4,58,2013
3619,67,5,6,2013
3620,67,12,9,2013
3621,67,1,79,2014
3622,67,2,212,2014
3623,67,3,238,2014
3624,67,4,28,2014
3625,67,5,11,2014
3626,67,11,3,2014
3627,67,1,95,2015
3628,67,2,158,2015
3629,67,3,126,2015
3630,67,4,85,2015
3631,67,5,16,2015
3632,67,6,1,2015
3633,67,10,1,2015
3634,67,11,1,2015
3635,67,12,7,2015
3636,67,1,49,2016
3637,67,2,125,2016
3638,67,3,122,2016
3639,67,4,95,2016
3640,67,1,12,2017
3641,67,2,150,2017
3642,67,3,458,2017
3643,67,4,262,2017
3644,67,5,20,2017
3645,67,6,65,2017
3646,67,8,10,2017
3647,67,9,4,2017
3648,67,10,27,2017
3649,67,11,13,2017
3650,67,12,87,2017
3651,67,1,158,2018
3652,67,2,5039,2018
3653,67,3,6912,2018
3654,67,4,3688,2018
3655,67,5,72,2018
3656,67,6,20,2018
3657,67,7,11,2018
3658,67,9,33,2018
3659,67,10,118,2018
3660,67,11,117,2018
3661,67,12,68,2018
3662,67,1,275,2019
3663,67,2,3762,2019
3664,67,3,5333,2019
3665,67,4,2855,2019
3666,67,5,117,2019
3667,67,6,12,2019
3668,67,7,5,2019
3669,67,8,1,2019
3670,67,9,3,2019
3671,67,10,32,2019
3672,67,11,12,2019
3673,67,12,17,2019
3674,67,1,201,2020
3675,67,2,567,2020
3676,67,3,63,2020
3677,67,4,101,2020
3678,67,5,126,2020
3679,67,6,3,2020
3680,67,8,1,2020
3681,68,2,70,2011
3682,68,3,39,2011
3683,68,4,140,2011
3684,68,5,20,2011
3685,68,6,2,2011
3686,68,8,1,2011
3687,68,12,1,2011
3688,68,1,9,2012
3689,68,2,35,2012
3690,68,3,99,2012
3691,68,4,40,2012
3692,68,5,26,2012
3693,68,6,1,2012
3694,68,10,1,2012
3695,68,11,1,2012
3696,68,12,18,2012
3697,68,1,45,2013
3698,68,2,79,2013
3699,68,3,139,2013
3700,68,4,68,2013
3701,68,5,14,2013
3702,68,6,2,2013
3703,68,7,1,2013
3704,68,9,1,2013
3705,68,11,2,2013
3706,68,12,5,2013
3707,68,1,49,2014
3708,68,2,116,2014
3709,68,3,277,2014
3710,68,4,30,2014
3711,68,5,24,2014
3712,68,6,1,2014
3713,68,11,1,2014
3714,68,1,39,2015
3715,68,2,63,2015
3716,68,3,91,2015
3717,68,4,81,2015
3718,68,5,16,2015
3719,68,6,4,2015
3720,68,10,1,2015
3721,68,11,2,2015
3722,68,1,10,2016
3723,68,2,30,2016
3724,68,3,102,2016
3725,68,4,95,2016
3726,68,1,4,2017
3727,68,2,79,2017
3728,68,3,128,2017
3729,68,4,149,2017
3730,68,5,3,2017
3731,68,6,42,2017
3732,68,7,6,2017
3733,68,8,15,2017
3734,68,9,8,2017
3735,68,10,10,2017
3736,68,11,27,2017
3737,68,12,124,2017
3738,68,1,131,2018
3739,68,2,3669,2018
3740,68,3,3142,2018
3741,68,4,2650,2018
3742,68,5,72,2018
3743,68,6,2,2018
3744,68,7,13,2018
3745,68,8,6,2018
3746,68,9,24,2018
3747,68,10,240,2018
3748,68,11,110,2018
3749,68,12,88,2018
3750,68,1,274,2019
3751,68,2,2182,2019
3752,68,3,2496,2019
3753,68,4,1976,2019
3754,68,5,79,2019
3755,68,6,13,2019
3756,68,7,18,2019
3757,68,8,16,2019
3758,68,9,4,2019
3759,68,10,33,2019
3760,68,11,9,2019
3761,68,12,119,2019
3762,68,1,388,2020
3763,68,2,1385,2020
3764,68,3,95,2020
3765,68,4,106,2020
3766,68,5,161,2020
3767,68,6,7,2020
3768,70,1,36,2011
3769,70,2,90,2011
3770,70,3,56,2011
3771,70,4,26,2011
3772,70,5,15,2011
3773,70,6,1,2011
3774,70,7,3,2011
3775,70,8,4,2011
3776,70,10,7,2011
3777,70,11,11,2011
3778,70,12,30,2011
3779,70,1,8,2012
3780,70,2,36,2012
3781,70,3,36,2012
3782,70,4,9,2012
3783,70,5,8,2012
3784,70,12,3,2012
3785,70,1,10,2013
3786,70,2,17,2013
3787,70,3,15,2013
3788,70,4,3,2013
3789,70,5,4,2013
3790,70,12,3,2013
3791,70,1,6,2014
3792,70,2,7,2014
3793,70,3,6,2014
3794,70,4,2,2014
3795,70,5,2,2014
3796,70,1,6,2015
3797,70,2,5,2015
3798,70,3,2,2015
3799,70,4,5,2015
3800,70,5,7,2015
3801,70,6,3,2015
3802,70,7,1,2015
3803,70,12,1,2015
3804,70,1,19,2016
3805,70,2,22,2016
3806,70,3,30,2016
3807,70,4,19,2016
3808,70,5,15,2016
3809,70,6,2,2016
3810,70,7,11,2016
3811,70,8,8,2016
3812,70,3,5,2017
3813,70,4,13,2017
3814,70,5,5,2017
3815,70,6,74,2017
3816,70,7,17,2017
3817,70,8,27,2017
3818,70,9,13,2017
3819,70,10,22,2017
3820,70,11,40,2017
3821,70,12,157,2017
3822,70,1,131,2018
3823,70,2,1201,2018
3824,70,3,1055,2018
3825,70,4,688,2018
3826,70,5,61,2018
3827,70,6,27,2018
3828,70,7,30,2018
3829,70,8,10,2018
3830,70,9,41,2018
3831,70,10,129,2018
3832,70,11,194,2018
3833,70,12,85,2018
3834,70,1,220,2019
3835,70,2,558,2019
3836,70,3,975,2019
3837,70,4,893,2019
3838,70,5,86,2019
3839,70,6,26,2019
3840,70,7,5,2019
3841,70,8,10,2019
3842,70,9,10,2019
3843,70,10,24,2019
3844,70,11,8,2019
3845,70,12,16,2019
3846,70,1,81,2020
3847,70,2,271,2020
3848,70,3,20,2020
3849,70,4,32,2020
3850,70,5,61,2020
3851,70,6,16,2020
3852,72,1,1,2011
3853,72,2,2,2011
3854,72,3,1,2011
3855,72,4,1,2011
3856,72,11,1,2011
3857,72,2,1,2012
3858,72,3,1,2012
3859,72,10,1,2012
3860,72,12,2,2012
3861,72,2,1,2013
3862,72,7,1,2013
3863,72,11,1,2013
3864,72,12,2,2013
3865,72,1,5,2014
3866,72,2,1,2014
3867,72,3,5,2014
3868,72,7,1,2014
3869,72,1,1,2015
3870,72,3,1,2015
3871,72,7,1,2015
3872,72,10,1,2015
3873,72,12,1,2015
3874,72,1,8,2016
3875,72,2,8,2016
3876,72,3,6,2016
3877,72,4,10,2016
3878,72,5,3,2016
3879,72,9,1,2016
3880,72,11,2,2016
3881,72,1,1,2017
3882,72,3,1,2017
3883,72,4,5,2017
3884,72,5,4,2017
3885,72,6,31,2017
3886,72,7,16,2017
3887,72,8,41,2017
3888,72,9,29,2017
3889,72,10,21,2017
3890,72,11,50,2017
3891,72,12,181,2017
3892,72,1,113,2018
3893,72,2,826,2018
3894,72,3,1138,2018
3895,72,4,813,2018
3896,72,5,40,2018
3897,72,6,19,2018
3898,72,7,53,2018
3899,72,8,33,2018
3900,72,9,40,2018
3901,72,10,170,2018
3902,72,11,155,2018
3903,72,12,112,2018
3904,72,1,311,2019
3905,72,2,606,2019
3906,72,3,1524,2019
3907,72,4,574,2019
3908,72,5,58,2019
3909,72,6,23,2019
3910,72,7,43,2019
3911,72,8,17,2019
3912,72,9,21,2019
3913,72,10,69,2019
3914,72,11,16,2019
3915,72,12,34,2019
3916,72,1,82,2020
3917,72,2,354,2020
3918,72,3,32,2020
3919,72,4,15,2020
3920,72,5,61,2020
3921,72,6,19,2020
3922,72,7,7,2020
3923,72,8,1,2020
3924,74,2,2,2011
3925,74,3,2,2011
3926,74,5,2,2011
3927,74,3,4,2012
3928,74,4,1,2012
3929,74,3,4,2013
3930,74,4,1,2013
3931,74,3,4,2014
3932,74,4,1,2014
3933,74,3,4,2015
3934,74,4,1,2015
3935,74,2,2,2016
3936,74,3,2,2016
3937,74,4,3,2016
3938,74,4,3,2017
3939,74,5,7,2017
3940,74,6,46,2017
3941,74,7,34,2017
3942,74,8,49,2017
3943,74,9,23,2017
3944,74,10,18,2017
3945,74,11,23,2017
3946,74,12,93,2017
3947,74,1,70,2018
3948,74,2,410,2018
3949,74,3,589,2018
3950,74,4,825,2018
3951,74,5,38,2018
3952,74,6,30,2018
3953,74,7,65,2018
3954,74,8,24,2018
3955,74,9,54,2018
3956,74,10,76,2018
3957,74,11,112,2018
3958,74,12,58,2018
3959,74,1,157,2019
3960,74,2,393,2019
3961,74,3,656,2019
3962,74,4,626,2019
3963,74,5,41,2019
3964,74,6,22,2019
3965,74,7,13,2019
3966,74,8,42,2019
3967,74,9,12,2019
3968,74,10,42,2019
3969,74,11,8,2019
3970,74,12,13,2019
3971,74,1,71,2020
3972,74,2,80,2020
3973,74,3,17,2020
3974,74,4,22,2020
3975,74,5,43,2020
3976,74,6,29,2020
3977,75,1,5,2011
3978,75,2,10,2011
3979,75,4,2,2011
3980,75,5,2,2011
3981,75,6,5,2011
3982,75,8,2,2011
3983,75,12,2,2011
3984,75,1,1,2012
3985,75,2,10,2012
3986,75,3,12,2012
3987,75,4,9,2012
3988,75,5,10,2012
3989,75,6,4,2012
3990,75,11,2,2012
3991,75,1,6,2013
3992,75,2,8,2013
3993,75,3,4,2013
3994,75,4,5,2013
3995,75,5,7,2013
3996,75,1,6,2014
3997,75,2,1,2014
3998,75,3,8,2014
3999,75,4,2,2014
4000,75,5,4,2014
4001,75,6,1,2014
4002,75,10,1,2014
4003,75,11,1,2014
4004,75,12,1,2014
4005,75,1,8,2015
4006,75,2,12,2015
4007,75,3,3,2015
4008,75,4,10,2015
4009,75,6,3,2015
4010,75,8,3,2015
4011,75,10,2,2015
4012,75,12,5,2015
4013,75,1,11,2016
4014,75,2,12,2016
